eq,variable,beta,cov_estimate,corr_estimate,beta_estimate
V10,V8.L2,0.213251207345563,-2.20609078577905,-0.466927411652069,-0.361142390414939
V10,V9.L1,0.162656015431085,-0.446823022147231,-0.104498376397874,-0.089028194422975
V10,V9.L2,-0.0611046689165776,-0.96845286067464,-0.226338903454002,-0.193805847003211
V2,V1.L1,0.192376452811816,-0.5285740125344,-0.329902501458515,-0.29002471822609
V2,V1.L2,0.123445916138656,-0.392376609718458,-0.248894060628201,-0.222626790114075
V2,V10.L1,-0.285658831918322,0.28061139616396,0.124166821528549,0.078306154249261
V2,V10.L2,-0.0858100388566708,0.135699056077535,0.0599563070677918,0.0385454258391489
V2,V2.L1,-0.343702977833695,-0.0479162358445081,-0.0355130918197351,-0.0358759171968011
V2,V2.L2,-0.108401079016343,-0.410269898054887,-0.303599262954104,-0.317879036496478
V2,V3.L1,0.375608144758712,-0.974025716890893,-0.486596329131162,-0.342910715069492
V2,V3.L2,0.106155199296993,-0.574309830612683,-0.28592222523058,-0.2027030189389
V2,V4.L1,0.0650249099031542,-0.667238400063891,-0.182772457047207,-0.0713433574822205
V2,V4.L2,-0.136887153074646,1.25647227389919,0.348891278300355,0.136651344562049
V2,V5.L1,0.164511103180014,0.391353926197811,0.193965832284734,0.132205678376659
V2,V5.L2,-0.0200558869546202,-0.911868460969179,-0.456022514642995,-0.322895283100178
V2,V6.L1,-0.128169879986234,-1.1904249411829,-0.380011376632142,-0.171278046454841
V2,V6.L2,-0.027353356991838,0.583371045438688,0.189453911314563,0.0873841826427722
V2,V7.L1,-0.0611271643445536,-0.553504556497539,-0.260955613389856,-0.174190500967999
V2,V7.L2,0.134170426143355,0.814462692778402,0.384003871893315,0.256198684137691
V2,V8.L1,-0.0322046256878683,0.520968216786089,0.177984797856166,0.0849183700789246
V2,V8.L2,0.0327439216306095,1.17643196874759,0.399455997442932,0.19128723124677
V2,V9.L1,0,1.27099979265843,0.476546725435869,0.251360312224888
V2,V9.L2,0.248549023815517,0.584438473305043,0.219126881095572,0.115703819628017
V3,V1.L1,-0.322003080469681,-0.713608974265471,-0.310449269790913,-0.392502171664285
V3,V1.L2,-0.192614819201823,-1.19968546109792,-0.537660654961406,-0.687045681184546
V3,V10.L1,0.269986108394296,0.510676526641161,0.157505851725964,0.138813902237009
V3,V10.L2,-0.159470278411255,0.818061385548834,0.255372060222553,0.222547934969438
V3,V2.L1,0.171766445026799,0.635447960808896,0.328273872942682,0.48918374636037
V3,V2.L2,0.0731700870726633,0.0720460852476095,0.0376678545994501,0.0540850981388249
V3,V3.L1,0,0.175569158894025,0.0611360212767795,0.0674356022063369
V3,V3.L2,-0.183605086419207,-0.878572390189192,-0.309035701403927,-0.299948269889444
V3,V4.L1,-0.601102061107973,-2.74415468335317,-0.523948793019525,-0.287326894217526
V3,V4.L2,-0.361357881091979,0.139783083920674,0.0274233975372749,0.0169707071028189
V3,V5.L1,0.243214030868345,1.6364716339119,0.56534630636849,0.568728937153474
V3,V5.L2,0.0358042533791777,-0.353227977096277,-0.124806907611341,-0.115424768864404
V3,V6.L1,-0.284536904428443,-2.51502559641752,-0.559612657241674,-0.360685538118823
V3,V6.L2,-0.0146375303561151,-0.763526259210133,-0.175191133324381,-0.114684658304902
V3,V7.L1,0.0259364441374727,-1.89792808373449,-0.623699984569843,-0.592402481622743
V3,V7.L2,-0.105928180644583,0.451590973749561,0.150431608286432,0.143623393579647
V3,V8.L1,-0.0166532886255452,0.109146720070966,0.025991593646286,0.0195149396965564
V3,V8.L2,0.141255698838091,2.10331885475637,0.504587725435307,0.345603649399872
V3,V9.L1,0,1.40984099165243,0.368451799429244,0.280343361852428
V3,V9.L2,-0.0915406589138279,2.58656637290094,0.685188278956959,0.517092823669902
V4,V1.L1,0.423957006423646,1.7349835489787,0.416927004843271,0.951781438169264
V4,V1.L2,-0.000897996566790266,1.09217881099565,0.26667363724146,0.61817660208997
V4,V10.L1,0.0229875696496595,-1.66356505934422,-0.283416357876531,-0.462439171026824
V4,V10.L2,-0.466565556096504,-3.77176921267847,-0.641472547054348,-1.04640912765313
V4,V2.L1,-0.32655606410698,-0.227835218774209,-0.0650146923407372,-0.181169231049281
V4,V2.L2,0.013314779026045,0.864796187339135,0.246331380463047,0.668819202413673
V4,V3.L1,0.387765984584182,1.12682651045982,0.21674062622691,0.404692682483435
V4,V3.L2,-0.000555213141371772,2.34352241709618,0.44910272685512,0.827548228948677
V4,V4.L1,0.264400287021505,1.40395837432581,0.148070591992466,0.151943913720079
V4,V4.L2,-0.180071597241913,-6.52331572231069,-0.697237146462866,-0.709951242452379
V4,V5.L1,-0.397060332779359,0.593378031860056,0.113232700775356,0.214229567005504
V4,V5.L2,-0.162792401380785,1.33029351183425,0.256080481727456,0.478562086755376
V4,V6.L1,0.2360727620801,3.61494208932336,0.444304578569663,0.520379075932473
V4,V6.L2,0.116563260087078,-2.9002341931019,-0.362548981476746,-0.434315970039227
V4,V7.L1,0,2.3613286090431,0.428634116451132,0.742883457928398
V4,V7.L2,-0.0102935287911353,-1.75413214736455,-0.318347636821437,-0.550904866638814
V4,V8.L1,-0.273615888331397,-4.63203014231655,-0.609295430393293,-0.75856276077835
V4,V8.L2,-0.514107552557249,-2.44732196613234,-0.319866053217236,-0.396360778088749
V4,V9.L1,0,-6.07696369575593,-0.877266438627867,-1.20218132152121
V4,V9.L2,-0.365750763870402,-1.86545716655813,-0.269226035627241,-0.368606723806777
V5,V1.L1,0.0714390504100261,-0.96481576742132,-0.420331320071818,-0.530520408861342
V5,V1.L2,-0.0152120993179109,-0.469007538391753,-0.207182129531508,-0.270197737088127
V5,V10.L1,0.282304753194708,0.398228666633258,0.122998647833245,0.107616583523122
V5,V10.L2,0.310293677712542,1.3603780574607,0.41858023111369,0.372760414225994
V5,V2.L1,0,0.0535914872099979,0.0277248469672561,0.0385967609939447
V5,V2.L2,0.107056111136567,-0.508842809956852,-0.262225998844813,-0.396577094542618
V5,V3.L1,-0.118293322557085,-0.630571489227245,-0.21988737429219,-0.213465378098514
V5,V3.L2,-0.0441902320467338,-0.628527364217326,-0.217914887762705,-0.213442169017627
V5,V4.L1,0.208865196477961,-1.5944241654149,-0.304860490382012,-0.165864051897686
V5,V4.L2,-0.248532495860627,3.00759699165292,0.581591287253735,0.329873167292142
V5,V5.L1,0.233516715556453,-0.0214499903560545,-0.00742079096816341,-0.00142759283159022
V5,V5.L2,-0.047176128267835,-1.43831506927816,-0.50092091762092,-0.497506226300971
V5,V6.L1,-0.130954783511691,-1.60056238520135,-0.356643854983001,-0.229267439176238
V5,V6.L2,-0.215045525908657,1.52879754760612,0.345756003751574,0.228105443765412
V5,V7.L1,0.208890143941636,-0.578687698686437,-0.190439596023612,-0.179130095892118
V5,V7.L2,0.122284562464893,1.09496735486518,0.359522955814275,0.346173264562574
V5,V8.L1,-0.494301490282544,1.0059251297239,0.23988599661962,0.167081002288779
V5,V8.L2,0.0131136007465441,1.65813225461556,0.392086909214262,0.27266842027612
V5,V9.L1,0,2.54639162089104,0.666427276971441,0.505623671949452
V5,V9.L2,0.260531858993688,1.46621201945304,0.38283768534349,0.293782444420303
V6,V1.L1,-0.229896549521869,1.26647591550516,0.355488791810469,0.695358092699696
V6,V1.L2,0.0963147995648974,-0.474657664933583,-0.135118846320257,-0.271521339746141
V6,V10.L1,0.0423147053686345,-1.8531488000071,-0.368773519311584,-0.511693547229429
V6,V10.L2,-0.296880441805588,-1.82039702399505,-0.360950936238421,-0.503881458634372
V6,V2.L1,0.169018221475124,0.926390407292403,0.308779895184293,0.716131295780086
V6,V2.L2,-0.00846459975345205,1.34881366782999,0.447926776533097,1.04638432394725
V6,V3.L1,0.234257228718951,2.8073244655554,0.630725211404505,0.98223753633146
V6,V3.L2,-0.0469307215332889,1.13220895479073,0.252960235919317,0.397482958131226
V6,V4.L1,0.101166569007893,-1.41123461500399,-0.173851368631689,-0.148152554872708
V6,V4.L2,-0.191413964410771,-6.81168020924728,-0.848819721476904,-0.743179931631206
V6,V5.L1,-0.249390371770085,1.68179875075187,0.374868320444062,0.580679990495502
V6,V5.L2,-0.116904381600831,2.52171916183075,0.565945767085865,0.888159523440225
V6,V6.L1,-0.217016375374671,1.5020437656405,0.215638520738124,0.215964633097818
V6,V6.L2,0.157950195685696,-5.02479826808048,-0.732320756841092,-0.751420796433719
V6,V7.L1,-0.166152008863907,0.670535800405135,0.142172823632246,0.210590775726507
V6,V7.L2,-0.221490091297349,-2.69637287385216,-0.570516703599434,-0.849146070672675
V6,V8.L1,0.235677819056239,-3.77077541112538,-0.579364023022832,-0.619348697042516
V6,V8.L2,-0.243017227592592,0.211204964894351,0.0321832766774466,0.0351692761842251
V6,V9.L1,0,-4.16014323692026,-0.701483515325585,-0.823919640662588
V6,V9.L2,-0.166870311495266,1.03269904576006,0.173761934419924,0.206243826103952
V7,V1.L1,0.137283862616006,0.525606159189295,0.217783657416563,0.2883943356546
V7,V1.L2,0.0350081228737814,-0.156258774844114,-0.0657072335030397,-0.0900873029291089
V7,V10.L1,0,-1.70946735741048,-0.50216462032554,-0.472333629975408
V7,V10.L2,-0.283467535419148,-0.707733852699269,-0.207293346454491,-0.196572556138474
V7,V2.L1,0.131253644762147,0.29470266056571,0.145002298618245,0.22687964807528
V7,V2.L2,0.0306279715860472,1.26808117695449,0.622064560777277,0.983697329036603
V7,V3.L1,0,1.34577470442701,0.446329719021024,0.472716488553335
V7,V3.L2,0.167129402094313,0.874493551723466,0.288612821812933,0.30756559646809
V7,V4.L1,-0.381841148460295,-0.248380237076799,-0.0451680971541605,-0.025228175610341
V7,V4.L2,-0.191571354886593,-2.83431297017008,-0.521725846277577,-0.308912216012406
V7,V5.L1,0,0.0788580587496193,0.0259469706599704,0.0296480303106
V7,V5.L2,-0.0864434065577918,1.76677899732377,0.585724867473251,0.623152110788003
V7,V6.L1,-0.262286451345226,1.31589067177084,0.278868479792784,0.189301581675095
V7,V6.L2,0.233528149443755,-3.08682954145167,-0.664551585442499,-0.46168026526814
V7,V7.L1,0.209593169303313,-0.164364211509355,-0.0514443570097996,-0.0505949239949821
V7,V7.L2,0.273152766440399,-1.62426013784457,-0.507665134996131,-0.511337316825611
V7,V8.L1,-0.0413663638132394,-2.36554485906809,-0.536522462241104,-0.388141930287274
V7,V8.L2,-0.444856198366978,0.4467722189549,0.100564716402509,0.0736455474960174
V7,V9.L1,-0.158513023847537,-1.74401108984251,-0.434104504129457,-0.345077696306117
V7,V9.L2,-0.153734614322593,0.0909666668987369,0.0226097878048055,0.0187750972232848
V8,V1.L1,-0.13353036992217,-0.878307101699692,-0.264084571613727,-0.482754118671483
V8,V1.L2,-0.25438100528626,1.87519071695352,0.571879549256923,1.06722415676587
V8,V10.L1,0,1.19462893150994,0.254653776720947,0.32811109170349
V8,V10.L2,-0.0958258023862574,0.0129243178133821,0.00274544897398313,0.00193243361106978
V8,V2.L1,-0.172540642698238,-1.05904764558692,-0.378127377988915,-0.821406274750906
V8,V2.L2,0.183775024433827,-0.381424162518561,-0.135702222289073,-0.296935859966353
V8,V3.L1,0.129597818637745,-2.596899892613,-0.624986227217415,-0.902708105228004
V8,V3.L2,0,0.664153331493017,0.158970931640444,0.235238117196516
V8,V4.L1,-0.434570901339339,4.52875025553867,0.597619724795945,0.479047591318909
V8,V4.L2,-0.230513354273719,4.05349019412732,0.541145472342175,0.443374268603067
V8,V5.L1,-0.1275404441381,-1.82232753752323,-0.435109745666088,-0.623672818239285
V8,V5.L2,0.177271856720205,-0.96187205110768,-0.231269890608818,-0.333664941417968
V8,V6.L1,0.588978806505677,1.99041811330074,0.306094643778944,0.286315318283727
V8,V6.L2,-0.173854981323119,4.15900003327792,0.649374646985873,0.621562325764913
V8,V7.L1,0.0654747545511479,-0.00641048388412478,-0.00145597222256489,-0.000759076263729878
V8,V7.L2,0.54366937170045,2.69463020392918,0.610817231213068,0.849640967169719
V8,V8.L1,0.204700708074652,0.00626583814432982,0.00103125884626055,0.00206468599200262
V8,V8.L2,-0.138066635161635,-2.79739008196888,-0.456670395145562,-0.455453926302088
V8,V9.L1,0.152422712858082,0.97991744593871,0.176997174450791,0.194816619968221
V8,V9.L2,-0.247443373354932,-3.51574992361833,-0.63375665784887,-0.698960798876752
V9,V1.L1,0,-0.898404344699536,-0.296991656017182,-0.493785079281323
V9,V1.L2,0,0.61353257056675,0.205770126808528,0.347832973329742
V9,V10.L1,-0.0152362777282322,1.72247252501742,0.403687373437528,0.47369323317213
V9,V10.L2,-0.0430021028799059,-0.988212284827543,-0.230856217897291,-0.274920495262925
V9,V2.L1,-0.29851480585358,-0.51980028210458,-0.2040492037017,-0.404015010860169
V9,V2.L2,0.534837068241278,-0.452090975568645,-0.176884662294949,-0.351951865811408
V9,V3.L1,0.346269435552424,-1.8888056199837,-0.499779311069245,-0.65553512839637
V9,V3.L2,0,-0.452603856489436,-0.119138792581998,-0.154157897046684
V9,V4.L1,0.432490326216213,5.41102437352559,0.785058122066083,0.572080403714602
V9,V4.L2,0.0102635832533521,3.49642907676286,0.513328297913677,0.382708355997484
V9,V5.L1,-0.1942576266552,-1.49350562207803,-0.392062228307361,-0.510550660549384
V9,V5.L2,0.209424452236333,-0.809589626420073,-0.2140682724876,-0.279412399709739
V9,V6.L1,-0.0420336908795102,2.35800460301335,0.398686777722313,0.33911235138148
V9,V6.L2,-0.0103249161965594,3.59216989147475,0.616806375045346,0.536767543407123
V9,V7.L1,-0.277967596464525,1.41119150457227,0.352390343779905,0.443114767597048
V9,V7.L2,0.482916151546349,1.99047767051985,0.496197985687846,0.627903221867549
V9,V8.L1,0.0438735305537393,1.39419080422957,0.252282135155698,0.230204326676972
V9,V8.L2,-0.308469202406125,-3.07362294016224,-0.55180546422485,-0.500329447836587
V9,V9.L1,0.0146256196890847,1.42271103447078,0.282533085837897,0.282536505341086
V9,V9.L2,0,-3.13462261466967,-0.621405941838457,-0.622889486794595
